PostalCode,FSA,Latitude,Longitude,Place Name,FSA1,FSA-Province,AreaType
P0E0N0,P0E,44.860282,-79.47997,Hydro Glen,P,35,Rural
P0G1A0,P0G,45.90333,-80.57618,Britt,P,35,Rural
P0H1A0,P0H,45.8738,-79.884618,Arnstein,P,35,Rural
P0J0Y0,P0J,47.664314,-80.254687,Charlton,P,35,Rural
P0K1A0,P0K,48.13458,-80.076864,Chaput Hughes,P,35,Rural
P0L1A0,P0L,52.923019,-82.417344,Attawapiskat,P,35,Rural
P0M0S0,P0M,47.870144,-83.055562,Foleyet,P,35,Rural
P0N1A0,P0N,48.446588,-80.816071,Connaught,P,35,Rural
P0P0P0,P0P,45.855235,-82.457297,Grand Manitou Island,P,35,Rural
P0R1A0,P0R,46.184894,-82.822821,Algoma Mills,P,35,Rural
P0S1A0,P0S,46.955114,-84.500462,Batchawana Bay,P,35,Rural
P0T0O0,P0T,49.55515,-89.057658,,P,35,Rural
P0V1A0,P0V,50.240671,-90.202359,Allan Water,P,35,Rural
P0W1A0,P0W,48.777777,-93.962036,Barwick,P,35,Rural
P0X0T0,P0X,49.790534,-93.861543,Kenora,P,35,Rural
P0Y1A0,P0Y,49.785726,-95.116774,Ingolf,P,35,Rural
P1A1A1,P1A,46.30355,-79.462882,North Bay,P,35,Urban
P1B0A1,P1B,46.023865,-79.698461,North Bay,P,35,Urban
P1C0A1,P1C,46.338488,-79.441651,North Bay,P,35,Urban
P1H0A1,P1H,45.439136,-79.287399,Huntsville,P,35,Urban
P1L0A1,P1L,45.019398,-79.17395,Bracebridge,P,35,Urban
P1P0A1,P1P,44.919819,-79.374091,Gravenhurst,P,35,Urban
P2A0A1,P2A,45.345168,-80.007381,Parry Sound,P,35,Urban
P2B0A1,P2B,46.357275,-79.938246,Sturgeon Falls,P,35,Urban
P2N1A1,P2N,48.15236,-80.031421,Kirkland Lake,P,35,Urban
P3A0A1,P3A,46.523664,-80.935641,Sudbury,P,35,Urban
P3B0A2,P3B,46.505264,-80.945,Sudbury,P,35,Urban
P3C1A1,P3C,46.472696,-81.0297,Sudbury,P,35,Urban
P3E0A1,P3E,46.476295,-80.960159,Sudbury,P,35,Urban
P3G0A1,P3G,46.4347445,-80.940708,Sudbury,P,35,Urban
P3L0A1,P3L,46.546068,-80.871744,Garson,P,35,Urban
P3N0A1,P3N,46.611123,-81.022348,Val Caron,P,35,Urban
P3P0A1,P3P,46.645881,-80.985517,Hanmer,P,35,Urban
P3Y0A1,P3Y,46.414072,-81.12673,Lively,P,35,Urban
P4N0A1,P4N,48.472592,-81.404905,Timmins,P,35,Urban
P4P0A1,P4P,48.494826,-81.3446695,Timmins,P,35,Urban
P4R0A1,P4R,48.472592,-81.404905,Timmins,P,35,Urban
P5A0A1,P5A,46.394728,-82.6320645,Elliot Lake,P,35,Urban
P5E1A1,P5E,46.264629,-81.772548,Espanola,P,35,Urban
P5N1A1,P5N,49.4131,-82.419283,Kapuskasing,P,35,Urban
P6A0A2,P6A,46.539485,-84.193015,Sault Ste Marie,P,35,Urban
P6B0A1,P6B,46.552111,-84.324569,Sault Sainte Marie,P,35,Urban
P6C0A1,P6C,46.541378,-84.3597274,Sault Ste Marie,P,35,Urban
P7A0A1,P7A,48.380497,-89.393287,Thunder Bay,P,35,Urban
P7B0A1,P7B,48.419395,-89.274639,Thunder Bay,P,35,Urban
P7C0A1,P7C,48.389207,-89.254222,Thunder Bay,P,35,Urban
P7E0A2,P7E,48.371595,-89.2751955,,P,35,Urban
P7G0A1,P7G,48.397424,-89.309181,Thunder Bay,P,35,Urban
P7J0A1,P7J,48.321658,-89.303001,Thunder Bay,P,35,Urban
P7K0A0,P7K,48.3772315,-89.3869602,Thunder Bay,P,35,Urban
P8N1A1,P8N,49.7852975,-92.838754,Dryden,P,35,Urban
P8T0A1,P8T,50.099358,-91.919986,Sioux Lookout,P,35,Urban
P9A0A1,P9A,48.6176767,-93.4415231,Fort Frances,P,35,Urban
P9N0A1,P9N,49.797562,-92.756396,Kenora,P,35,Urban
R0A0A0,R0A,49.139293,-96.695181,Arbakka,R,46,Rural
R0B0A0,R0B,52.338848,-96.964566,Berens River,R,46,Rural
R0C0A0,R0C,51.185201,-98.338265,Arborg,R,46,Rural
R0E0A0,R0E,49.981576,-96.601077,Anola,R,46,Rural
R0G0A0,R0G,49.468006,-98.448697,Altamont,R,46,Rural
R0H0A0,R0H,50.992077,-98.963262,Alonsa,R,46,Rural
R0J0A0,R0J,50.73567,-100.928028,Angusville,R,46,Rural
R0K0A0,R0K,49.779814,-100.211962,Alexander,R,46,Rural
R0L0A0,R0L,51.326668,-100.474513,Ashville,R,46,Rural
R0M0A0,R0M,49.557104,-100.811955,Belleview,R,46,Rural
R1A0A1,R1A,50.12726,-96.89495,Saint Andrews,R,46,Urban
R1B1A1,R1B,50.08244913,-96.93296802,Lockport,R,46,Urban
R1N0A0,R1N,49.96411,-98.313692,Portage La Prairie,R,46,Urban
R2C0A0,R2C,49.889849,-97.014233,Winnipeg,R,46,Urban
R2E0A0,R2E,49.978789,-97.014337,East St. Paul,R,46,Urban
R2G0A1,R2G,49.93907,-97.096339,Winnipeg,R,46,Urban
R2H0A0,R2H,49.88451,-97.119182,Winnipeg,R,46,Urban
R2J0A0,R2J,49.869293,-97.063252,Springfield,R,46,Urban
R2K0A1,R2K,49.93785891,-97.09722665,Winnipeg,R,46,Urban
R2L0A0,R2L,49.906811,-97.097289,Saint Boniface,R,46,Urban
R2M0A0,R2M,49.83709,-97.109397,Winnipeg,R,46,Urban
R2N0A1,R2N,49.814466,-97.076798,Winnipeg,R,46,Urban
R2P0A1,R2P,49.941332,-97.166071,Winnipeg,R,46,Urban
R2R0A1,R2R,49.9172,-97.200224,Winnipeg,R,46,Urban
R2V0A1,R2V,49.93595,-97.145768,Winnipeg,R,46,Urban
R2W0A1,R2W,49.926841,-97.112877,Winnipeg,R,46,Urban
R2X0A0,R2X,49.931699,-97.170525,Winnipeg,R,46,Urban
R2Y0A1,R2Y,49.882461,-97.31934,Winnipeg,R,46,Urban
R3A0A0,R3A,49.903421,-97.147651,Winnipeg,R,46,Urban
R3B0A0,R3B,49.897668,-97.136594,Winnipeg,R,46,Urban
R3C0A0,R3C,49.891685,-97.143809,Winnipeg,R,46,Urban
R3E0A0,R3E,49.909072,-97.17666,Brooklands,R,46,Urban
R3G0A0,R3G,49.887242,-97.181581,Winnipeg,R,46,Urban
R3H0A0,R3H,49.910995,-97.23733,Saint James,R,46,Urban
R3J0A1,R3J,49.87501,-97.209844,Winnipeg,R,46,Urban
R3K0A1,R3K,49.86559029,-97.29009533,Winnipeg,R,46,Urban
R3L0A0,R3L,49.868435,-97.134884,Winnipeg,R,46,Urban
R3M0A0,R3M,49.863856,-97.165011,Winnipeg,R,46,Urban
R3N0A0,R3N,49.862971,-97.197778,Winnipeg,R,46,Urban
R3P0A1,R3P,49.865111,-97.211274,Winnipeg,R,46,Urban
R3R0A1,R3R,49.8718275,-97.252789,Winnipeg,R,46,Urban
R3S0A1,R3S,49.846828,-97.210909,Winnipeg,R,46,Urban
R3T0A0,R3T,49.813236,-97.153605,Winnipeg,R,46,Urban
R3V0A1,R3V,49.744346,-97.180472,Winnipeg,R,46,Urban
R3W0A1,R3W,49.919161,-97.035339,Winnipeg,R,46,Urban
R3X0A1,R3X,49.8292,-97.064482,Winnipeg,R,46,Urban
R3Y0A1,R3Y,49.806208,-97.189802,Winnipeg,R,46,Urban
R4A0A1,R4A,49.996261,-97.095272,West St Paul,R,46,Urban
R4H0A1,R4H,49.896886,-97.310897,Winnipeg,R,46,Urban
R4J1A0,R4J,49.852596,-97.42614,Headingley,R,46,Urban
R4K1A0,R4K,49.888435,-97.55185,Cartier,R,46,Urban
R4L0A1,R4L,49.954107,-97.609838,St Francois Xavier,R,46,Urban
R5A0A1,R5A,49.673777,-97.092476,Grande Pointe,R,46,Urban
R5G0A1,R5G,49.527809,-96.699699,Steinbach,R,46,Urban
R5H0A1,R5H,49.6756602,-96.6254122,,R,46,Urban
R6M0A1,R6M,49.191026,-98.107371,Morden,R,46,Urban
R6W0A1,R6W,49.18484,-97.953921,Winkler,R,46,Urban
R7A0A0,R7A,49.834172,-99.954719,Brandon,R,46,Urban
R7B0A1,R7B,49.851879,-99.961822,Brandon,R,46,Urban
R7C0A2,R7C,49.8726161,-99.970807,,R,46,Urban
R7N0A1,R7N,51.161741,-100.049077,Dauphin,R,46,Urban
R8A0A1,R8A,54.780436,-101.85007,Flin Flon (Part),R,46,Urban
R8N0A0,R8N,55.756322,-97.850001,Thompson,R,46,Urban
R9A0A1,R9A,53.818523,-101.262116,The Pas,R,46,Urban
S0A0A0,S0A,50.615061,-103.412753,Abernethy,S,47,Rural
S0C0A0,S0C,49.452733,-102.096682,Alameda,S,47,Rural
S0E0A0,S0E,53.149926,-103.428398,Arborfield,S,47,Rural
S0G0A0,S0G,50.642378,-104.212279,Avonhurst,S,47,Rural
S0H0A0,S0H,49.939387,-105.84708,Ardill,S,47,Rural
S0J0A0,S0J,53.352513,-105.525018,Albertville,S,47,Rural
S0K0A0,S0K,52.218103,-106.23886,Aberdeen,S,47,Rural
S0L0A0,S0L,51.37582,-109.990434,Alsask,S,47,Rural
S0M0A0,S0M,52.916499,-107.552999,Alticane,S,47,Rural
S0N0A0,S0N,50.678249,-109.142885,Abbey,S,47,Rural
S0P0A0,S0P,54.754195,-101.893728,Creighton,S,47,Rural
S2V1A1,S2V,50.781679,-104.939758,Buena Vista,S,47,Urban
S3N0A0,S3N,51.213789,-102.468124,Yorkton,S,47,Urban
S4A0A0,S4A,49.141258,-102.982129,Estevan,S,47,Urban
S4H0A0,S4H,49.658893,-103.853192,Weyburn,S,47,Urban
S4L0A1,S4L,50.443461,-104.361999,White City,S,47,Urban
S4N0A0,S4N,50.463128,-104.565816,Regina,S,47,Urban
S4P0A0,S4P,50.450099,-104.612241,Regina,S,47,Urban
S4R0A0,S4R,50.475984,-104.627726,Regina,S,47,Urban
S4S0A0,S4S,50.422512,-104.585443,Regina,S,47,Urban
S4T0A1,S4T,50.469099,-104.649479,Regina,S,47,Urban
S4V0A0,S4V,50.430966,-104.550118,Regina,S,47,Urban
S4W0A1,S4W,50.436899,-104.646835,Regina,S,47,Urban
S4X0A1,S4X,50.41230162,-104.6457166,Regina,S,47,Urban
S4Y0A1,S4Y,50.440223,-104.536361,Regina,S,47,Urban
S4Z1A0,S4Z,50.45396,-104.533489,Regina,S,47,Urban
S6H0A0,S6H,50.381117,-105.541165,Moose Jaw,S,47,Urban
S6J0A1,S6J,50.42019,-105.55459,Moose Jaw,S,47,Urban
S6K0A1,S6K,50.37754,-105.58728,Moose Jaw,S,47,Urban
S6V0A0,S6V,53.216612,-105.667143,Prince Albert,S,47,Urban
S6W1A0,S6W,53.177666,-105.761158,Prince Albert,S,47,Urban
S6X0A1,S6X,53.1900492,-105.7000835,Prince Albert,S,47,Urban
S7H0A1,S7H,52.121818,-106.646319,Saskatoon,S,47,Urban
S7J0A1,S7J,52.106303,-106.667955,Saskatoon,S,47,Urban
S7K0A0,S7K,52.156891,-106.64315,Saskatoon,S,47,Urban
S7L0A0,S7L,52.154424,-106.708143,Saskatoon,S,47,Urban
S7M0A0,S7M,52.115878,-106.711812,Saskatoon,S,47,Urban
S7N0A1,S7N,52.115719,-106.669759,Saskatoon,S,47,Urban
S7P0A1,S7P,52.193799,-106.670134,Saskatoon,S,47,Urban
S7R0A1,S7R,52.151856,-106.731772,Saskatoon,S,47,Urban
S7S0A1,S7S,52.147749,-106.572292,Saskatoon,S,47,Urban
S7T0A1,S7T,52.13142,-106.64594,Saskatoon,S,47,Urban
S7V0A1,S7V,52.1098,-106.558204,Saskatoon,S,47,Urban
S7W0A1,S7W,52.143944,-106.558684,Saskatoon,S,47,Urban
S9A0A0,S9A,52.784784,-108.30344,North Battleford,S,47,Urban
S9H0A0,S9H,50.287886,-107.795415,Swift Current,S,47,Urban
S9V0A0,S9V,53.277178,-109.985045,Lloydminster,S,47,Urban
S9X1A0,S9X,54.123455,-108.437091,Meadow Lake,S,47,Urban
T0A0A0,T0A,54.197541,-113.038456,Abee,T,48,Rural
T0B0A0,T0B,52.462815,-111.333319,Alliance,T,48,Rural
T0C0A0,T0C,52.931262,-114.941364,Wolf Creek,T,48,Rural
T0E0A0,T0E,53.677245,-114.350812,Alberta Beach,T,48,Rural
T0G0A0,T0G,53.936696,-113.780916,Alcomdale,T,48,Rural
T0H0A0,T0H,55.780686,-119.91315,Bay Tree,T,48,Rural
T0J0A0,T0J,51.157007,-110.206392,Acadia Valley,T,48,Rural
T0K0A0,T0K,49.118254,-110.933374,Aden,T,48,Rural
T0L0A0,T0L,50.682042,-113.84573,Aldersyde,T,48,Rural
T0M0A0,T0M,51.607665,-113.67335,Acme,T,48,Rural
T0N1A0,T0N,53.517327,-113.427973,Edmonton,T,48,Rural
T0P0H0,T0P,57.641005,-111.97712,Fort Mackay,T,48,Rural
T0V0H0,T0V,59.865216,-111.62956,Fort Smith,T,48,Rural
T1A0A0,T1A,50.032669,-110.673137,Medicine Hat,T,48,Urban
T1B0A1,T1B,50.009722,-110.657978,Medicine Hat,T,48,Urban
T1C0A1,T1C,50.058981,-110.734138,Medicine Hat,T,48,Urban
T1G0A1,T1G,49.785299,-112.147016,Taber,T,48,Urban
T1H0A1,T1H,49.699101,-112.823912,Lethbridge,T,48,Urban
T1J0A0,T1J,49.677557,-112.846214,Lethbridge,T,48,Urban
T1K0A1,T1K,49.683606,-112.834015,Lethbridge,T,48,Urban
T1L0L5,T1L,51.177527,-115.56775,Improvement District,T,48,Urban
T1M0A1,T1M,49.726088,-112.620169,Coaldale,T,48,Urban
T1P0A1,T1P,51.048643,-113.391355,Strathmore,T,48,Urban
T1R0A0,T1R,50.563777,-111.886198,Brooks,T,48,Urban
T1S0A1,T1S,50.723669,-113.972817,Okotoks,T,48,Urban
T1V0A1,T1V,50.590649,-113.891988,High River,T,48,Urban
T1W0A1,T1W,51.078804,-115.272283,Canmore,T,48,Urban
T1X0A2,T1X,51.030973,-113.826206,Chestermere,T,48,Urban
T1Y0A2,T1Y,51.011329,-113.935093,Calgary,T,48,Urban
T2A0A0,T2A,51.026071,-113.936391,Calgary,T,48,Urban
T2B0A1,T2B,51.025265,-114.10453,Calgary,T,48,Urban
T2C0A0,T2C,50.980531,-113.971354,Calgary,T,48,Urban
T2E0A0,T2E,51.128816,-114.023391,,T,48,Urban
T2G0A0,T2G,51.02854,-114.037601,Calgary,T,48,Urban
T2H0A0,T2H,50.972775,-114.072363,Calgary,T,48,Urban
T2J0A0,T2J,50.930922,-114.0466,Calgary,T,48,Urban
T2K0A1,T2K,51.07979,-114.07884,Calgary,T,48,Urban
T2L0A0,T2L,51.085251,-114.108412,Calgary,T,48,Urban
T2M0A1,T2M,51.058115,-114.063896,Calgary,T,48,Urban
T2N0A1,T2N,51.056553,-114.078538,Calgary,T,48,Urban
T2P0A0,T2P,51.048903,-114.075424,Calgary,T,48,Urban
T2R0A0,T2R,51.043337,-114.085241,Calgary,T,48,Urban
T2S0A0,T2S,51.024768,-114.074505,Calgary,T,48,Urban
T2T0A0,T2T,51.023425,-114.099089,Calgary,T,48,Urban
T2V0A0,T2V,50.984655,-114.103538,Calgary,T,48,Urban
T2W0A0,T2W,50.948462,-114.104692,Calgary,T,48,Urban
T2X0A1,T2X,50.911675,-114.061786,Calgary,T,48,Urban
T2Y0A1,T2Y,50.91611,-114.110995,Calgary,T,48,Urban
T2Z0A1,T2Z,50.936023,-113.970781,Calgary,T,48,Urban
T3A0A1,T3A,51.082069,-114.142197,Calgary,T,48,Urban
T3B0A1,T3B,51.083833,-114.263415,Calgary,T,48,Urban
T3C0A0,T3C,51.050022,-114.12605,Calgary,T,48,Urban
T3E0A0,T3E,51.012321,-114.13309,Calgary,T,48,Urban
T3G0A1,T3G,51.13928,-114.224807,Calgary,T,48,Urban
T3H0A1,T3H,51.046751,-114.187668,Calgary,T,48,Urban
T3J0A1,T3J,51.122845,-113.934726,Calgary,T,48,Urban
T3K0A1,T3K,51.156807,-114.084905,Calgary,T,48,Urban
T3L0A1,T3L,51.126753,-114.245934,Calgary,T,48,Urban
T3M0A1,T3M,50.893385,-113.990565,Calgary,T,48,Urban
T3N0A1,T3N,51.07521036,-114.1129937,Calgary,T,48,Urban
T3P0A1,T3P,51.166322,-114.116745,Calgary,T,48,Urban
T3R0A1,T3R,51.156683,-114.161815,Calgary,T,48,Urban
T3Z0A1,T3Z,51.053386,-114.363302,Calgary,T,48,Urban
T4A0A1,T4A,51.294143,-114.011291,Airdrie,T,48,Urban
T4B0A1,T4B,51.273631,-114.01684,Airdrie,T,48,Urban
T4C0A1,T4C,51.303214,-114.428115,Cochrane,T,48,Urban
T4E0A0,T4E,52.189836,-113.613731,Penhold,T,48,Urban
T4G0A1,T4G,52.027545,-113.950217,Innisfail,T,48,Urban
T4H0A2,T4H,51.791826,-114.119008,Olds,T,48,Urban
T4J0A0,T4J,52.67549,-113.584833,Ponoka,T,48,Urban
T4L0A1,T4L,52.466888,-113.711204,Lacombe,T,48,Urban
T4N0A0,T4N,52.267021,-113.81906,Red Deer,T,48,Urban
T4P0A1,T4P,52.309012,-113.841713,Red Deer,T,48,Urban
T4R0A1,T4R,52.271374,-113.767843,Red Deer,T,48,Urban
T4S0A1,T4S,52.309212,-114.104667,Sylvan Lake,T,48,Urban
T4T0A0,T4T,52.373339,-114.921582,Rocky Mountain House,T,48,Urban
T4V0A1,T4V,53.00904,-112.832589,Camrose,T,48,Urban
T4X0A1,T4X,53.364222,-113.418785,Beaumont,T,48,Urban
T5A0A0,T5A,53.596599,-113.409165,Edmonton,T,48,Urban
T5B0A1,T5B,53.559959,-113.448819,Edmonton,T,48,Urban
T5C0A1,T5C,53.586935,-113.439102,Edmonton,T,48,Urban
T5E0A1,T5E,53.584982,-113.46878,Edmonton,T,48,Urban
T5G0A0,T5G,53.561128,-113.489301,Edmonton,T,48,Urban
T5H0A1,T5H,53.547915,-113.505021,Edmonton,T,48,Urban
T5J0A1,T5J,53.53895186,-113.495571,Edmonton,T,48,Urban
T5K0A1,T5K,53.531225,-113.491707,Edmonton,T,48,Urban
T5L0A1,T5L,53.584987,-113.5744,Edmonton,T,48,Urban
T5M0A1,T5M,53.553787,-113.536737,Edmonton,T,48,Urban
T5N0A1,T5N,53.53198148,-113.5613259,Edmonton,T,48,Urban
T5P0A1,T5P,53.53165086,-113.5814093,Edmonton,T,48,Urban
T5R0A1,T5R,53.516947,-113.544444,Edmonton,T,48,Urban
T5S0A1,T5S,53.635585,-113.514289,Edmonton,T,48,Urban
T5T0A1,T5T,53.51467,-113.619286,Edmonton,T,48,Urban
T5V0A0,T5V,53.607402,-113.61658,St Albert,T,48,Urban
T5W0A1,T5W,53.5559595,-113.3905677,Edmonton,T,48,Urban
T5X0A1,T5X,53.613435,-113.540573,Edmonton,T,48,Urban
T5Y0A1,T5Y,53.494426,-113.629958,Edmonton,T,48,Urban
T5Z0A1,T5Z,53.525302,-113.627937,Edmonton,T,48,Urban
T6A0A0,T6A,53.540597,-113.428093,Edmonton,T,48,Urban
T6B0A1,T6B,53.505068,-113.43691,Edmonton,T,48,Urban
T6C0A1,T6C,53.504786,-113.454254,Edmonton,T,48,Urban
T6E0A1,T6E,53.474142,-113.48272,Edmonton,T,48,Urban
T6G0A1,T6G,53.507518,-113.512181,Edmonton,T,48,Urban
T6H0A1,T6H,53.483105,-113.501306,Edmonton,T,48,Urban
T6J0A1,T6J,53.469041,-113.50904,Edmonton,T,48,Urban
T6K0A1,T6K,53.471636,-113.460729,Edmonton,T,48,Urban
T6L0A1,T6L,53.462727,-113.414125,Edmonton,T,48,Urban
T6M0A1,T6M,53.485626,-113.641234,Edmonton,T,48,Urban
T6N0A1,T6N,53.451395,-113.486854,Edmonton,T,48,Urban
T6P0A1,T6P,53.501743,-113.375797,Edmonton,T,48,Urban
T6R0A1,T6R,53.454913,-113.58328,Edmonton,T,48,Urban
T6S1A0,T6S,53.580673,-113.339598,Edmonton,T,48,Urban
T6T0A1,T6T,53.465222,-113.38445,Edmonton,T,48,Urban
T6V0A1,T6V,53.613825,-113.559993,Edmonton,T,48,Urban
T6W0A1,T6W,53.458807,-113.545485,Edmonton,T,48,Urban
T6X0A1,T6X,53.428545,-113.452981,Edmonton,T,48,Urban
T7A0A1,T7A,53.215296,-114.964646,Drayton Valley,T,48,Urban
T7E0A1,T7E,53.5760465,-116.4486227,Edson,T,48,Urban
T7N0A1,T7N,54.131066,-114.39891,Barrhead,T,48,Urban
T7P0A1,T7P,54.14958,-113.86304,Westlock,T,48,Urban
T7S0A1,T7S,54.135658,-115.663906,Whitecourt,T,48,Urban
T7V0A1,T7V,53.403032,-117.58768,Hinton,T,48,Urban
T7X0A0,T7X,53.541562,-113.83261,Spruce Grove,T,48,Urban
T7Y1A1,T7Y,53.541457,-113.885382,Spruce Grove,T,48,Urban
T7Z0A1,T7Z,53.534333,-113.968461,Stony Plain,T,48,Urban
T8A0A1,T8A,53.52634,-113.288398,Sherwood Park,T,48,Urban
T8B0A2,T8B,53.50330537,-113.3198372,Sherwood Park,T,48,Urban
T8C0X5,T8C,53.436001,-113.198709,Big Island Lake,T,48,Urban
T8E1A1,T8E,53.44237829,-113.0496153,Sherwood Park,T,48,Urban
T8G0A1,T8G,53.455345,-112.974099,Improvement District,T,48,Urban
T8H0A1,T8H,53.546075,-113.320076,Sherwood Park,T,48,Urban
T8L0A1,T8L,53.68333449,-113.2232348,Fort Saskatchewan,T,48,Urban
T8N0A1,T8N,53.641969,-113.614612,St Albert,T,48,Urban
T8R0A1,T8R,53.796689,-113.657142,Morinville,T,48,Urban
T8S0A1,T8S,56.24065546,-117.2866409,Peace River,T,48,Urban
T8V0A1,T8V,55.1569775,-118.791943,Grande Prairie,T,48,Urban
T8W0A1,T8W,55.154004,-118.84545,Grande Prairie,T,48,Urban
T8X0A1,T8X,55.168177,-118.767373,Grande Prairie,T,48,Urban
T9A0A1,T9A,52.95988069,-113.3714858,Wetaskiwin,T,48,Urban
T9C0A1,T9C,53.492109,-112.055876,Vegreville,T,48,Urban
T9E0A1,T9E,53.260627,-113.543793,Leduc,T,48,Urban
T9G0A1,T9G,53.3499064,-113.7330482,Devon,T,48,Urban
T9H0A1,T9H,56.69144,-111.278157,Fort Mcmurray,T,48,Urban
T9J0A4,T9J,56.716238,-111.375807,Fort Mcmurray,T,48,Urban
T9K0A1,T9K,56.759436,-111.601895,Fort Mcmurray,T,48,Urban
T9M0A1,T9M,54.47499017,-110.1943776,Cold Lake,T,48,Urban
T9N0A0,T9N,54.18034,-110.732688,Gurneyville,T,48,Urban
T9S0A1,T9S,54.69907029,-113.2995819,Athabasca,T,48,Urban
T9V0A1,T9V,53.276903,-110.007855,Lloydminster,T,48,Urban
T9W0A1,T9W,52.833538,-110.851593,Wainwright,T,48,Urban
T9X0A1,T9X,53.349527,-110.859463,Vermilion,T,48,Urban
V0A0A0,V0A,50.95901,-116.595716,Galena,V,59,Rural
V0B1A0,V0B,49.453918,-116.762953,Boswell,V,59,Rural
V0C1A0,V0C,56.247764,-120.849128,Fort St. John,V,59,Rural
V0E0E0,V0E,51.425168,-119.177261,Seymour Arm,V,59,Rural
V0G1A0,V0G,49.73321,-116.913045,Ainsworth Hot Springs,V,59,Rural
V0H0V1,V0H,49.638781,-119.078185,Carmi,V,59,Rural
V0J0J0,V0J,55.4083418,-126.3617916,,V,59,Rural
V0K1A0,V0K,50.737198,-121.271279,Ashcroft,V,59,Rural
V0L1A0,V0L,52.401828,-124.022594,Alexis Creek,V,59,Rural
V0M1A0,V0M,49.263553,-121.720197,Agassiz,V,59,Rural
V0N0N0,V0N,49.870966,-125.226621,Comox-Strathcona,V,59,Rural
V0P1A0,V0P,50.897997,-124.863258,Big Bay,V,59,Rural
V0R0A2,V0R,49.508044,-125.138119,Cumberland,V,59,Rural
V0S1A0,V0S,48.578805,-123.463671,Brentwood Bay,V,59,Rural
V0T1A0,V0T,54.79916,-130.078208,Alice Arm,V,59,Rural
V0V0V0,V0V,54.213799,-129.97028,Prince Rupert,V,59,Rural
V0W1A0,V0W,59.480782,-133.631242,Atlin,V,59,Rural
V0X1A0,V0X,49.053824,-122.47603,Aldergrove,V,59,Rural
V1A0A1,V1A,49.67476,-115.978274,Kimberley,V,59,Urban
V1B1A0,V1B,50.258666,-119.216798,North Okanagan,V,59,Urban
V1C0A1,V1C,49.513874,-115.758079,Cranbrook,V,59,Urban
V1E0A1,V1E,50.69626441,-119.2837159,Salmon Arm,V,59,Urban
V1G0A1,V1G,55.774586,-120.255027,Dawson Creek,V,59,Urban
V1H0H5,V1H,50.262628,-119.358463,Okanagan Landing,V,59,Urban
V1J0A1,V1J,56.25654945,-120.8290528,Fort St John,V,59,Urban
V1K0A1,V1K,50.169099,-120.644983,Merritt,V,59,Urban
V1L1A0,V1L,49.495202,-117.28617,Nelson,V,59,Urban
V1M0A1,V1M,49.176952,-122.657371,Langley,V,59,Urban
V1N0V1,V1N,49.3246795,-117.7510633,Castlegar,V,59,Urban
V1P1A0,V1P,49.928691,-119.321882,Central Okanagan,V,59,Urban
V1R1A1,V1R,49.11359258,-117.7155936,Trail,V,59,Urban
V1S0A1,V1S,50.64206,-120.391567,Kamloops,V,59,Urban
V1T1A1,V1T,50.252786,-119.278816,Vernon,V,59,Urban
V1V1A1,V1V,49.926785,-119.468925,Kelowna,V,59,Urban
V1W1A1,V1W,49.841296,-119.488465,Kelowna,V,59,Urban
V1X1A1,V1X,49.875525,-119.393202,Kelowna,V,59,Urban
V1Y1A0,V1Y,49.887305,-119.471178,Kelowna,V,59,Urban
V1Z0A0,V1Z,49.959829,-119.539156,Okanagan Lake,V,59,Urban
V2A1A0,V2A,49.493313,-119.574329,Penticton,V,59,Urban
V2B0A1,V2B,50.700287,-120.368389,Kamloops,V,59,Urban
V2C0A1,V2C,50.67480702,-120.3287852,Kamloops,V,59,Urban
V2E0A1,V2E,50.66075434,-120.397324,Kamloops,V,59,Urban
V2G0A1,V2G,52.148346,-122.126165,Williams Lake,V,59,Urban
V2H0A1,V2H,50.688215,-120.313913,Kamloops,V,59,Urban
V2J0A1,V2J,52.97169,-122.489204,Quesnel,V,59,Urban
V2K0A1,V2K,53.947161,-122.750355,Prince George,V,59,Urban
V2L0A1,V2L,53.912515,-122.747907,Prince George,V,59,Urban
V2M0A1,V2M,53.910278,-122.782095,Prince George,V,59,Urban
V2N0A3,V2N,53.893328,-122.774616,Prince George,V,59,Urban
V2P0A1,V2P,49.154859,-121.947523,Chilliwack,V,59,Urban
V2R0A1,V2R,49.108325,-121.96568,Chilliwack,V,59,Urban
V2S0A1,V2S,49.066083,-122.33716,Abbotsford,V,59,Urban
V2T0A1,V2T,49.07627,-122.345756,Abbotsford,V,59,Urban
V2V0A2,V2V,49.159213,-122.312134,Mission,V,59,Urban
V2W0A1,V2W,49.195599,-122.534705,Maple Ridge,V,59,Urban
V2X0A1,V2X,49.2272,-122.653734,Maple Ridge,V,59,Urban
V2Y0A1,V2Y,49.151935,-122.672486,Langley,V,59,Urban
V2Z0A1,V2Z,49.051706,-122.6044761,Langley,V,59,Urban
V3A0A1,V3A,49.07509,-122.624838,Langley,V,59,Urban
V3B0A1,V3B,49.278358,-122.765181,Port Coquitlam,V,59,Urban
V3C0A1,V3C,49.259041,-122.782692,Port Coquitlam,V,59,Urban
V3E0A1,V3E,49.27947,-122.818483,Coquitlam,V,59,Urban
V3G0A1,V3G,49.071252,-122.24025,Abbotsford,V,59,Urban
V3H0A1,V3H,49.310591,-122.871225,Port Moody,V,59,Urban
V3J0A1,V3J,49.25398,-122.889906,Coquitlam,V,59,Urban
